dataset,model,cal_size,test_size,Kernel_brier,Kernel_logloss,Kernel_kuiper,Kernel_ece-15,Kernel_accuracy,Kernel_time
jasmine,NeuralNetTorch,2685,299,0.28090107440948486,0.4306888282299042,0.026443272829055786,0.04250764101743698,0.8127090334892273,0.031181122874841094
jasmine,RandomForest,2685,299,0.2633971571922302,0.40396785736083984,0.03740566968917847,0.08869120478630066,0.8260869383811951,0.03550118999555707
jasmine,XGBoost,2685,299,0.25663551688194275,0.40119996666908264,0.01663248986005783,0.03207854554057121,0.8260869383811951,0.03130073519423604
jm1,CatBoost,9796,1089,0.26660043001174927,0.4223569333553314,0.023797376081347466,0.033415764570236206,0.8181818127632141,0.38089952897280455
jm1,ExtraTrees,9796,1089,0.2628062963485718,0.4144672453403473,0.019756801426410675,0.03689911216497421,0.8200183510780334,0.3850571671500802
jm1,LightGBM,9796,1089,0.26584482192993164,0.4219212532043457,0.0229326244443655,0.03401875123381615,0.8246097564697266,0.37761084479279816
jm1,LinearModel,9796,1089,0.28038373589515686,0.4435696601867676,0.01764124259352684,0.01899835839867592,0.8154270052909851,0.37690508598461747
jm1,NeuralNetFastAI,9796,1089,0.27097100019454956,0.4329633414745331,0.021915674209594727,0.03084345906972885,0.8246097564697266,0.3817238749470562
jm1,NeuralNetTorch,9796,1089,0.27662819623947144,0.4377634823322296,0.02312651462852955,0.029727764427661896,0.8145087361335754,0.3763310860376805
jm1,RandomForest,9796,1089,0.2632235288619995,0.41602587699890137,0.01607443019747734,0.026245728135108948,0.8209366202354431,0.3814159310422838
jm1,XGBoost,9796,1089,0.26585838198661804,0.4211307764053345,0.023155339062213898,0.031129911541938782,0.8181818127632141,0.38169707800261676
kc1,CatBoost,1898,211,0.18313243985176086,0.30878302454948425,0.02907947078347206,0.034015096724033356,0.8815165758132935,0.014160254038870335
kc1,ExtraTrees,1898,211,0.1859348714351654,0.3126375675201416,0.020080894231796265,0.036969080567359924,0.8767772316932678,0.018748263828456402
kc1,LightGBM,1898,211,0.19298386573791504,0.32057851552963257,0.030424904078245163,0.03627798706293106,0.8815165758132935,0.013583119958639145
kc1,LinearModel,1898,211,0.2145574539899826,0.34816303849220276,0.044057756662368774,0.06335540115833282,0.8578199148178101,0.013221071800217032
kc1,NeuralNetFastAI,1898,211,0.19809451699256897,0.32478779554367065,0.03571682795882225,0.055546388030052185,0.8530805706977844,0.013616002863273025
kc1,NeuralNetTorch,1898,211,0.21346406638622284,0.34326013922691345,0.036172255873680115,0.04429244622588158,0.8530805706977844,0.013566618086770177
kc1,RandomForest,1898,211,0.18603463470935822,0.30944007635116577,0.022171709686517715,0.043859779834747314,0.8862559199333191,0.018143102061003447
kc1,XGBoost,1898,211,0.20149792730808258,0.3346741199493408,0.031120996922254562,0.033111825585365295,0.8767772316932678,0.013322741957381368
kc2,CatBoost,469,53,0.27091944217681885,0.40868937969207764,0.10243110358715057,0.15959064662456512,0.7735849022865295,0.0015609320253133774
kc2,ExtraTrees,469,53,0.2881828844547272,0.4411800801753998,0.09997261315584183,0.12664102017879486,0.7924528121948242,0.0014862760435789824
kc2,LightGBM,469,53,0.2520785927772522,0.38040027022361755,0.10533956438302994,0.16388416290283203,0.8113207817077637,0.0014665948692709208
kc2,LinearModel,469,53,0.2748962938785553,0.41393107175827026,0.10626828670501709,0.12162459641695023,0.7735849022865295,0.0014482599217444658
kc2,NeuralNetFastAI,469,53,0.2683677673339844,0.4001316428184509,0.09642313420772552,0.16691260039806366,0.8113207817077637,0.0014949440956115723
kc2,NeuralNetTorch,469,53,0.26707133650779724,0.40947097539901733,0.09081904590129852,0.12738792598247528,0.7924528121948242,0.0014574471861124039
kc2,RandomForest,469,53,0.25277748703956604,0.38170352578163147,0.09036624431610107,0.16816295683383942,0.8113207817077637,0.0014680831227451563
kc2,XGBoost,469,53,0.25957590341567993,0.3961031138896942,0.10044257342815399,0.1494256556034088,0.8113207817077637,0.001600142801180482
kdd_el_nino-small,CatBoost,703,79,0.1173606738448143,0.1912296563386917,0.03936459496617317,0.06227942928671837,0.9240506291389465,0.0029892930760979652
kdd_el_nino-small,ExtraTrees,703,79,0.11736355721950531,0.20235159993171692,0.030844824388623238,0.07292850315570831,0.9113923907279968,0.002673066919669509
kdd_el_nino-small,LightGBM,703,79,0.11661854386329651,0.19750525057315826,0.04153617471456528,0.06853510439395905,0.9367088675498962,0.00296314200386405
kdd_el_nino-small,LinearModel,703,79,0.10939604043960571,0.17049947381019592,0.039140716195106506,0.0697789266705513,0.9113923907279968,0.0036392929032444954
kdd_el_nino-small,NeuralNetFastAI,703,79,0.09607742726802826,0.21680580079555511,0.024422595277428627,0.04719146341085434,0.949367105960846,0.003725821850821376
kdd_el_nino-small,NeuralNetTorch,703,79,0.12874555587768555,0.24834489822387695,0.03929641842842102,0.08103278279304504,0.9113923907279968,0.0027413780335336924
kdd_el_nino-small,RandomForest,703,79,0.1080046072602272,0.16619300842285156,0.02942689135670662,0.059172485023736954,0.9240506291389465,0.002806273056194186
kdd_el_nino-small,XGBoost,703,79,0.11967335641384125,0.22000183165073395,0.04067997634410858,0.06235264241695404,0.9367088675498962,0.002477868227288127
kdd_internet_usage,CatBoost,9097,1011,0.15128187835216522,0.240461066365242,0.017294298857450485,0.031149324029684067,0.8991097807884216,0.509884072933346
kdd_internet_usage,ExtraTrees,9097,1011,0.16139616072177887,0.253618985414505,0.020710062235593796,0.035220418125391006,0.8872403502464294,0.48502382496371865
kdd_internet_usage,LightGBM,9097,1011,0.150448277592659,0.2361551821231842,0.018317319452762604,0.024032311514019966,0.8931750655174255,0.4981476890388876
kdd_internet_usage,LinearModel,9097,1011,0.16959929466247559,0.27778586745262146,0.016137778759002686,0.03553785756230354,0.8783382773399353,0.5197507799603045
kdd_internet_usage,NeuralNetFastAI,9097,1011,0.15250875055789948,0.23608238995075226,0.020144686102867126,0.030603919178247452,0.8911968469619751,0.5031759790144861
kdd_internet_usage,NeuralNetTorch,9097,1011,0.15170417726039886,0.23419654369354248,0.02076685056090355,0.02953272871673107,0.8902077078819275,0.4865907169878483
kdd_internet_usage,RandomForest,9097,1011,0.1607019603252411,0.25072401762008667,0.018795158714056015,0.027952084317803383,0.8902077078819275,0.5026709430385381
