dataset,model,cal_size,test_size,Beta_brier,Beta_logloss,Beta_kuiper,Beta_ece-15,Beta_accuracy,Beta_time
diabetes,RandomForest,691,77,0.24080479536159605,0.3831632952232641,0.045176565647125244,0.09302197396755219,0.8311688303947449,0.003685567993670702
diabetes,XGBoost,691,77,0.2576613059787055,0.40340740267561437,0.04040498659014702,0.14715398848056793,0.8051947951316833,0.0037398170679807663
dresses-sales,CatBoost,450,50,0.47544969775270196,0.6682805336296266,0.06839896738529205,0.10918997973203659,0.5799999833106995,0.0034088881220668554
dresses-sales,ExtraTrees,450,50,0.5058258334202662,0.700364742243982,0.10476656258106232,0.10439276695251465,0.5799999833106995,0.005938543938100338
dresses-sales,LightGBM,450,50,0.4942377599162059,0.6903916216803486,0.0813998430967331,0.1455707550048828,0.5799999833106995,0.0027600869070738554
dresses-sales,LinearModel,450,50,0.4754839133063085,0.669677049607039,0.0859629213809967,0.16328226029872894,0.6000000238418579,0.0029793630819767714
dresses-sales,NeuralNetFastAI,450,50,0.4860108557220367,0.6858803251558926,0.08823953568935394,0.20115497708320618,0.6600000262260437,0.0033230979461222887
dresses-sales,NeuralNetTorch,450,50,0.4783973666322309,0.6740741889468462,0.07664138078689575,0.07924310863018036,0.6200000047683716,0.003210551105439663
dresses-sales,RandomForest,450,50,0.5093273999298933,0.7045267652355119,0.08874472975730896,0.13689680397510529,0.5799999833106995,0.005994745064526796
dresses-sales,XGBoost,450,50,0.4990872163319763,0.6959209835562596,0.0673706978559494,0.11684604734182358,0.6000000238418579,0.002723247976973653
eeg-eye-state,CatBoost,13482,1498,0.06058167470137115,0.1050073153009585,0.007401725742965937,0.0104001360014081,0.9606141448020935,0.01005456899292767
eeg-eye-state,ExtraTrees,13482,1498,0.08076413884916914,0.13395560867543854,0.010438604280352592,0.013770803809165955,0.9405874609947205,0.013743224088102579
eeg-eye-state,LightGBM,13482,1498,0.06726713220684596,0.1138466944825402,0.008857069537043571,0.015343118458986282,0.9566088318824768,0.011346913175657392
eeg-eye-state,LinearModel,13482,1498,0.4481496592210184,0.6380512128377571,0.02278231829404831,0.054199088364839554,0.6315087080001831,0.012716375989839435
eeg-eye-state,NeuralNetFastAI,13482,1498,0.2525736100947105,0.398830858286815,0.048225414007902145,0.08344580978155136,0.8217623233795166,0.008908025920391083
eeg-eye-state,NeuralNetTorch,13482,1498,0.02607913576677403,0.04716413944466563,0.003435628954321146,0.007245239336043596,0.9833110570907593,0.010339141124859452
eeg-eye-state,RandomForest,13482,1498,0.09457050838921906,0.15867034892394477,0.009645412676036358,0.01524999551475048,0.936582088470459,0.013279428938403726
eeg-eye-state,XGBoost,13482,1498,0.07061009241833506,0.11981059034666162,0.007904709316790104,0.011216741986572742,0.9532710313796997,0.010761805111542344
electricity,CatBoost,40780,4532,0.0810079528235359,0.1400930634542445,0.005026722326874733,0.011317173950374126,0.947925865650177,0.027329212054610252
electricity,ExtraTrees,40780,4532,0.13704037565203092,0.22670430695052074,0.006137893069535494,0.011299526318907738,0.906222403049469,0.03199632605537772
electricity,LightGBM,40780,4532,0.08161878596761712,0.14301273997566194,0.007849948480725288,0.014510850422084332,0.9485878348350525,0.025904790963977575
electricity,LinearModel,40780,4532,0.32871094563194225,0.4944731999553893,0.007413089275360107,0.012881796807050705,0.7568402290344238,0.03083310299552977
electricity,NeuralNetFastAI,40780,4532,0.21951178071745972,0.3453627889374927,0.009349863976240158,0.016118019819259644,0.8435569405555725,0.02993425610475242
electricity,NeuralNetTorch,40780,4532,0.18575798034892152,0.29895265519439335,0.0200559813529253,0.030654489994049072,0.8722418546676636,0.029260947136208415
electricity,RandomForest,40780,4532,0.10573263883538746,0.18413948864546612,0.006040691398084164,0.012060804292559624,0.9298322796821594,0.031174303963780403
electricity,XGBoost,40780,4532,0.07954355958136135,0.13965432255926238,0.005951326806098223,0.011062962003052235,0.948367178440094,0.027400893159210682
fri_c0_1000_5,CatBoost,900,100,0.12170660174476972,0.19014217306309533,0.056569479405879974,0.09632177650928497,0.9100000262260437,0.003133211052045226
fri_c0_1000_5,ExtraTrees,900,100,0.1447570869189779,0.22084830865071262,0.055245351046323776,0.08833428472280502,0.8799999952316284,0.003955134190618992
fri_c0_1000_5,LightGBM,900,100,0.11537565326402452,0.17874736647233477,0.036841556429862976,0.06737791001796722,0.8999999761581421,0.003510905895382166
fri_c0_1000_5,LinearModel,900,100,0.21327953793927665,0.3531623127994177,0.07295441627502441,0.10831474512815475,0.8399999737739563,0.0036290448624640703
fri_c0_1000_5,NeuralNetFastAI,900,100,0.09899974711564674,0.15666674725841198,0.04382559657096863,0.06832534074783325,0.9399999976158142,0.003648428013548255
fri_c0_1000_5,NeuralNetTorch,900,100,0.09942690727195841,0.15280332483487186,0.02910866215825081,0.0851874127984047,0.9100000262260437,0.0037927841767668724
fri_c0_1000_5,RandomForest,900,100,0.12839929438159972,0.2148354037712119,0.05264292657375336,0.06815086305141449,0.9300000071525574,0.0037809989880770445
fri_c0_1000_5,XGBoost,900,100,0.13653505668250346,0.2141275272028837,0.039055678993463516,0.09573739767074585,0.8799999952316284,0.003455961123108864
fri_c0_500_5,CatBoost,450,50,0.19957897461269103,0.3091352774905568,0.06966046243906021,0.14168891310691833,0.8199999928474426,0.0032561919651925564
fri_c0_500_5,ExtraTrees,450,50,0.251317632149941,0.40542419435529425,0.09545713663101196,0.11904244869947433,0.800000011920929,0.003565954975783825
fri_c0_500_5,LightGBM,450,50,0.20470663495300057,0.3185281451599964,0.07739201933145523,0.11488077789545059,0.8600000143051147,0.003232073038816452
fri_c0_500_5,LinearModel,450,50,0.29160652299057593,0.4403476371809766,0.04804890602827072,0.12754085659980774,0.7799999713897705,0.0032610560301691294
fri_c0_500_5,NeuralNetFastAI,450,50,0.19285680552715312,0.28722136071985277,0.07270859181880951,0.11017799377441406,0.8399999737739563,0.00326302507892251
fri_c0_500_5,NeuralNetTorch,450,50,0.20441968513307998,0.3037746910068765,0.0764995664358139,0.11969723552465439,0.8600000143051147,0.004753798944875598
fri_c0_500_5,RandomForest,450,50,0.2671381036257941,0.40253953792629305,0.08747533708810806,0.13962024450302124,0.800000011920929,0.0034121768549084663
fri_c0_500_5,XGBoost,450,50,0.2254978759595418,0.35295606771992794,0.07816527783870697,0.12155456840991974,0.800000011920929,0.00317589589394629
fri_c1_1000_50,CatBoost,900,100,0.1197160309483162,0.2075191852821545,0.014874087646603584,0.050099875777959824,0.9300000071525574,0.0037324000149965286
fri_c1_1000_50,ExtraTrees,900,100,0.11454137578583168,0.19504166640205484,0.023144088685512543,0.06457771360874176,0.9300000071525574,0.004036217927932739
fri_c1_1000_50,LightGBM,900,100,0.13932734937403762,0.21651437173082855,0.03173130005598068,0.08130253851413727,0.8799999952316284,0.0036654628347605467
fri_c1_1000_50,LinearModel,900,100,0.41053761950407774,0.5969943403840426,0.04533860832452774,0.1353013664484024,0.6800000071525574,0.003500458085909486
fri_c1_1000_50,NeuralNetFastAI,900,100,0.14860842060970278,0.2595697193301018,0.05400905758142471,0.08663609623908997,0.8999999761581421,0.003837516065686941
fri_c1_1000_50,NeuralNetTorch,900,100,0.22967406958753322,0.3619247986746031,0.05006655678153038,0.11767268925905228,0.8500000238418579,0.003868547035381198
fri_c1_1000_50,RandomForest,900,100,0.15638648944316172,0.2676006528046038,0.029294636100530624,0.0865432471036911,0.8999999761581421,0.0038637409452348948
fri_c1_1000_50,XGBoost,900,100,0.12308566009547023,0.20327767840566366,0.03310626745223999,0.0791264995932579,0.8999999761581421,0.003667855868116021
fri_c2_1000_25,CatBoost,900,100,0.1245863259396078,0.21452446663180746,0.0320277065038681,0.06663839519023895,0.9200000166893005,0.0037868479266762733
fri_c2_1000_25,ExtraTrees,900,100,0.14687633928884794,0.25490031843354477,0.02709067240357399,0.07557981461286545,0.8799999952316284,0.004012696212157607
fri_c2_1000_25,LightGBM,900,100,0.1439419592747,0.2495273963312652,0.031177349388599396,0.06328162550926208,0.8899999856948853,0.003623461816459894
fri_c2_1000_25,LinearModel,900,100,0.35616076252151374,0.5258776538846024,0.05091073736548424,0.09132197499275208,0.7200000286102295,0.005550039932131767
fri_c2_1000_25,NeuralNetFastAI,900,100,0.12529661779009882,0.21210941082247017,0.02490263804793358,0.07613325119018555,0.9200000166893005,0.0040427809581160545
fri_c2_1000_25,NeuralNetTorch,900,100,0.13068636804158257,0.22243984749797793,0.019951511174440384,0.059181731194257736,0.8899999856948853,0.004197556059807539
fri_c2_1000_25,RandomForest,900,100,0.1553274824325116,0.29813356571010385,0.037497613579034805,0.06268194317817688,0.8899999856948853,0.0039239851757884026
fri_c2_1000_25,XGBoost,900,100,0.14353071137777473,0.2493122796842661,0.03430302068591118,0.07013891637325287,0.8899999856948853,0.0036257870960980654
fri_c2_500_50,CatBoost,450,50,0.18936004131559184,0.2935884682093045,0.05442991107702255,0.1476607769727707,0.8399999737739563,0.003352611092850566
fri_c2_500_50,ExtraTrees,450,50,0.2182361152766588,0.32863085748079823,0.05074138194322586,0.15805375576019287,0.8399999737739563,0.0035668511409312487
fri_c2_500_50,LightGBM,450,50,0.18106635129097398,0.27771527783028666,0.05413440242409706,0.1242469921708107,0.8799999952316284,0.0033368270378559828
fri_c2_500_50,LinearModel,450,50,0.3856438719450446,0.5557920766732056,0.07639382779598236,0.11485611647367477,0.699999988079071,0.005285748979076743
fri_c2_500_50,NeuralNetFastAI,450,50,0.203419128432344,0.3447792101250058,0.07315585017204285,0.1568310558795929,0.8799999952316284,0.0034145100507885218
fri_c2_500_50,NeuralNetTorch,450,50,0.2654324367364333,0.421463106796531,0.050065215677022934,0.12285437434911728,0.7799999713897705,0.003547434927895665
fri_c2_500_50,RandomForest,450,50,0.22702705423687772,0.3432844966453738,0.05244004726409912,0.11575471609830856,0.8199999928474426,0.003308212850242853
fri_c2_500_50,XGBoost,450,50,0.22912605776967698,0.34729106432046,0.05440637096762657,0.1238493025302887,0.8399999737739563,0.0034997561015188694
fri_c3_1000_10,CatBoost,900,100,0.10541572726513604,0.17887219749008756,0.02875935658812523,0.07542501389980316,0.9300000071525574,0.00361711997538805
fri_c3_1000_10,ExtraTrees,900,100,0.09288111282733423,0.16522394192215373,0.017880694940686226,0.051458586007356644,0.949999988079071,0.004330568015575409
fri_c3_1000_10,LightGBM,900,100,0.11162195922745934,0.180939914024475,0.02215759828686714,0.04558723792433739,0.9300000071525574,0.0037905198987573385
fri_c3_1000_10,LinearModel,900,100,0.38643933928509044,0.567157445210527,0.04911462962627411,0.13447505235671997,0.7099999785423279,0.003909911960363388
fri_c3_1000_10,NeuralNetFastAI,900,100,0.08276493877869523,0.14173599626240244,0.034834735095500946,0.06143079325556755,0.949999988079071,0.0037802038714289665
fri_c3_1000_10,NeuralNetTorch,900,100,0.09271527627203416,0.17220179880998512,0.028354428708553314,0.07225391268730164,0.949999988079071,0.004057726124301553
fri_c3_1000_10,RandomForest,900,100,0.11499733587750387,0.20980240254405644,0.023816201835870743,0.0902266651391983,0.9399999976158142,0.003970396937802434
fri_c3_1000_10,XGBoost,900,100,0.09907290766113296,0.1804363239127014,0.030366571620106697,0.07395424693822861,0.949999988079071,0.0035725650377571583
fri_c3_1000_25,CatBoost,900,100,0.10976034515191924,0.1654463528885129,0.029375780373811722,0.06375452131032944,0.9100000262260437,0.0034780518617480993
fri_c3_1000_25,ExtraTrees,900,100,0.10187685527859172,0.15577386682665595,0.02323042042553425,0.05682627856731415,0.9200000166893005,0.004153524059802294
fri_c3_1000_25,LightGBM,900,100,0.07960811827689852,0.1329365153892659,0.020138878375291824,0.06562674790620804,0.9599999785423279,0.003793105948716402
fri_c3_1000_25,LinearModel,900,100,0.428301548681765,0.6095604757118975,0.039889782667160034,0.04518299922347069,0.6399999856948853,0.0036460869014263153
fri_c3_1000_25,NeuralNetFastAI,900,100,0.08041087108195835,0.13880470489153024,0.02564788982272148,0.05088181793689728,0.949999988079071,0.0037221130914986134
fri_c3_1000_25,NeuralNetTorch,900,100,0.0806475616247411,0.1626210509298945,0.03131820261478424,0.07441586256027222,0.9599999785423279,0.004026658134534955
fri_c3_1000_25,RandomForest,900,100,0.1362735351465243,0.20905344367933096,0.028554586693644524,0.06821443140506744,0.9100000262260437,0.004012352088466287
fri_c3_1000_25,XGBoost,900,100,0.0982633898804459,0.16247156192856463,0.022253787145018578,0.07283215969800949,0.9300000071525574,0.00347138405777514
fri_c3_500_10,CatBoost,450,50,0.21235482709592227,0.3466427083949973,0.06916403770446777,0.12318466603755951,0.8600000143051147,0.003320777090266347
fri_c3_500_10,ExtraTrees,450,50,0.24344087946246465,0.41717255551042237,0.08443871140480042,0.12390441447496414,0.8600000143051147,0.0036989389918744564
fri_c3_500_10,LightGBM,450,50,0.2532265901889191,0.4058111775149966,0.07616686820983887,0.1404138058423996,0.800000011920929,0.003152057994157076
fri_c3_500_10,LinearModel,450,50,0.3997451271502435,0.5857808411283573,0.08135614544153214,0.169698566198349,0.7400000095367432,0.0032650670036673546
fri_c3_500_10,NeuralNetFastAI,450,50,0.22287059498303957,0.37588302773840765,0.0632251650094986,0.15719035267829895,0.8399999737739563,0.003341285977512598
fri_c3_500_10,NeuralNetTorch,450,50,0.17795032431207816,0.29005444636446454,0.03938356786966324,0.11267131567001343,0.8799999952316284,0.002927890047430992
fri_c3_500_10,RandomForest,450,50,0.22589016881897947,0.38392115143129296,0.07353466004133224,0.1203031986951828,0.8399999737739563,0.003601549891754985
fri_c3_500_10,XGBoost,450,50,0.21166866075541318,0.35006819530626887,0.06827982515096664,0.13391879200935364,0.8600000143051147,0.003290455788373947
fri_c3_500_50,CatBoost,450,50,0.22159284482130281,0.3450090521557155,0.0742713212966919,0.1686641275882721,0.800000011920929,0.0032117990776896477
fri_c3_500_50,ExtraTrees,450,50,0.1970932770171072,0.31159820785835585,0.07501257210969925,0.1421753168106079,0.8600000143051147,0.003569390857592225
fri_c3_500_50,LightGBM,450,50,0.18533887440891128,0.3080554800292432,0.04779720678925514,0.11958713084459305,0.8799999952316284,0.0036475700326263905
fri_c3_500_50,LinearModel,450,50,0.42452452354371334,0.604512673043622,0.10050898790359497,0.15324129164218903,0.6000000238418579,0.003178257029503584
fri_c3_500_50,NeuralNetFastAI,450,50,0.4273011946525753,0.6127920378096058,0.08153426647186279,0.22673936188220978,0.6600000262260437,0.003154495032504201
fri_c3_500_50,NeuralNetTorch,450,50,0.40833702504262215,0.5959777234706334,0.08379969000816345,0.12065692245960236,0.6800000071525574,0.0032793250866234303
fri_c3_500_50,RandomForest,450,50,0.19110354204699995,0.30287836408424246,0.03882652893662453,0.11763551086187363,0.8799999952316284,0.0034276361111551523
fri_c3_500_50,XGBoost,450,50,0.1728217957076683,0.2963818898174402,0.04506707563996315,0.10626362264156342,0.8799999952316284,0.002800457878038287
fri_c4_500_100,CatBoost,450,50,0.16401990212965548,0.24595302690851908,0.05443549156188965,0.12641511857509613,0.8999999761581421,0.0032970800530165434
fri_c4_500_100,ExtraTrees,450,50,0.15449176390582775,0.23430840148921553,0.05782328546047211,0.09412971884012222,0.8399999737739563,0.005740015069022775
fri_c4_500_100,LightGBM,450,50,0.15077681265674014,0.2385898648627917,0.04911206290125847,0.11182218044996262,0.8999999761581421,0.0034885499626398087
fri_c4_500_100,LinearModel,450,50,0.44694714651084394,0.6357300674398886,0.07814090698957443,0.14358490705490112,0.6000000238418579,0.005095597123727202
fri_c4_500_100,NeuralNetFastAI,450,50,0.4512245586184057,0.6419150480931196,0.09328268468379974,0.08572869747877121,0.6399999856948853,0.003181929001584649
fri_c4_500_100,NeuralNetTorch,450,50,0.4484977568847955,0.6403619398827378,0.10853040218353271,0.1396530717611313,0.699999988079071,0.0035147510934621096
fri_c4_500_100,RandomForest,450,50,0.17239937027736288,0.26349070779818357,0.04355262964963913,0.13863463699817657,0.8799999952316284,0.003647330915555358
fri_c4_500_100,XGBoost,450,50,0.14820101896286675,0.22935308741143431,0.051728568971157074,0.08863411843776703,0.8999999761581421,0.0034626079723238945
fried,CatBoost,36691,4077,0.09254756808490641,0.14583131468636867,0.006729392800480127,0.010949433781206608,0.9313220381736755,0.022840595105662942
fried,ExtraTrees,36691,4077,0.1141128927677369,0.17900944594246496,0.009318369440734386,0.016081981360912323,0.9205297827720642,0.02538230922073126
fried,LightGBM,36691,4077,0.09343800395809332,0.1476515773990463,0.00703307893127203,0.012038321234285831,0.9298503994941711,0.02426216402091086
fried,LinearModel,36691,4077,0.2320910254083143,0.36833619837790277,0.010647397488355637,0.01854187250137329,0.8386068344116211,0.024137647822499275
fried,NeuralNetFastAI,36691,4077,0.0912041709898764,0.14423529857710413,0.008239233866333961,0.012331049889326096,0.9337748289108276,0.02137537393718958
fried,NeuralNetTorch,36691,4077,0.09080245432664134,0.1439323494676852,0.006551102269440889,0.012108301743865013,0.9350012540817261,0.024186020949855447
fried,RandomForest,36691,4077,0.11550448086988314,0.18215625435248056,0.008640607818961143,0.01674189232289791,0.9153789281845093,0.018008974147960544
fried,XGBoost,36691,4077,0.09455607755488807,0.1504823390682154,0.006532114930450916,0.011240517720580101,0.9335295557975769,0.024284547194838524
gina,CatBoost,2837,316,0.060589617855155396,0.10384642524964245,0.010717577300965786,0.031804706901311874,0.9588607549667358,0.0044957569334656
gina,ExtraTrees,2837,316,0.093774567721112,0.16096968507401743,0.011411989107728004,0.02969074249267578,0.9430379867553711,0.005380081012845039
gina,LightGBM,2837,316,0.06347604477112107,0.11096276925899912,0.01027924194931984,0.026089796796441078,0.9588607549667358,0.004486623918637633
gina,LinearModel,2837,316,0.22346772709294055,0.3612939965237384,0.04387969151139259,0.0794103592634201,0.8417721390724182,0.006048053968697786
gina,NeuralNetFastAI,2837,316,0.0555692208924626,0.10553626448366966,0.02890811115503311,0.05389130860567093,0.9746835231781006,0.005964678013697267
gina,NeuralNetTorch,2837,316,0.05780534369649213,0.1119902925021503,0.029219994321465492,0.06007455289363861,0.9778481125831604,0.005656599998474121
gina,RandomForest,2837,316,0.09075757896187596,0.15620113035031835,0.007653232663869858,0.03062867745757103,0.9398733973503113,0.005396564025431871
gina,XGBoost,2837,316,0.06795270026428252,0.11737116232243575,0.009390614926815033,0.02365458384156227,0.9556962251663208,0.004724139114841819
hill-valley,CatBoost,1090,122,0.4805130687672454,0.6733293209301912,0.04932937026023865,0.06703808158636093,0.5573770403862,0.0035142251290380955
hill-valley,ExtraTrees,1090,122,0.46692426091774564,0.6594816441201715,0.043029047548770905,0.08264008164405823,0.6065573692321777,0.003670225851237774
hill-valley,LightGBM,1090,122,0.4523846237093368,0.6437889730270303,0.053510911762714386,0.057717546820640564,0.5983606576919556,0.0035587830934673548
hill-valley,LinearModel,1090,122,0.152258973608075,0.27904486405626133,0.06799757480621338,0.09643764793872833,0.9016393423080444,0.003770228009670973
hill-valley,NeuralNetFastAI,1090,122,0.2793475764494964,0.4204982468935101,0.14304552972316742,0.1855151206254959,0.8196721076965332,0.004245178075507283
hill-valley,NeuralNetTorch,1090,122,0.13140559627664689,0.22637733794279793,0.0436035692691803,0.06911397725343704,0.9098360538482666,0.007418958004564047
hill-valley,RandomForest,1090,122,0.46855993112156974,0.6611306832081075,0.05681438744068146,0.07770534604787827,0.631147563457489,0.003672851948067546
hill-valley,XGBoost,1090,122,0.4750353780987327,0.6676925265988497,0.032387249171733856,0.03108525276184082,0.5901639461517334,0.0037538388278335333
hiva_agnostic,CatBoost,3806,423,0.06371648807210115,0.13602552359391146,0.012191317975521088,0.023370537906885147,0.9645389914512634,0.006135961040854454
hiva_agnostic,ExtraTrees,3806,423,0.06514730572600423,0.14134673760898492,0.015126464888453484,0.016805225983262062,0.9621749520301819,0.007593411020934582
hiva_agnostic,LightGBM,3806,423,0.06340987503531985,0.13759704658840044,0.011058581992983818,0.01739692874252796,0.9645389914512634,0.00565237901173532
hiva_agnostic,LinearModel,3806,423,0.06230375834669609,0.13783149308650866,0.014801684767007828,0.013216362334787846,0.9645389914512634,0.007240882143378258
hiva_agnostic,NeuralNetFastAI,3806,423,0.06003837856909584,0.13439884142555217,0.01139152329415083,0.012432873249053955,0.9669030904769897,0.005671899998560548
hiva_agnostic,NeuralNetTorch,3806,423,0.06242003785634508,0.13919414177811837,0.012639697641134262,0.022587254643440247,0.9669030904769897,0.005914214067161083
hiva_agnostic,RandomForest,3806,423,0.06527289345838086,0.13854317322749563,0.013062653131783009,0.018905943259596825,0.9621749520301819,0.007614224916324019
hiva_agnostic,XGBoost,3806,423,0.06197601734538211,0.13378938511369326,0.011770224198698997,0.021000802516937256,0.9669030904769897,0.005371836945414543
houses,CatBoost,18576,2064,0.016297007972558744,0.02933863701825917,0.0034670657478272915,0.008365146815776825,0.9903100728988647,0.01471088407561183
houses,ExtraTrees,18576,2064,0.01579965114029141,0.02872017347323545,0.004165497608482838,0.006960553117096424,0.9893410801887512,0.01153161795809865
houses,LightGBM,18576,2064,0.018063485471395243,0.031890089635870984,0.004978444427251816,0.006423276849091053,0.9869186282157898,0.011601792881265283
houses,LinearModel,18576,2064,0.04674788462783239,0.08341426717877837,0.007514954544603825,0.018813729286193848,0.9685077667236328,0.012494816910475492
houses,NeuralNetFastAI,18576,2064,0.017843660917987347,0.03200541594808155,0.004638450685888529,0.008829116821289062,0.9874030947685242,0.01142393983900547
houses,NeuralNetTorch,18576,2064,0.018820690549875504,0.03374976200427654,0.004410805646330118,0.008241360075771809,0.9864341020584106,0.01604254194535315
houses,RandomForest,18576,2064,0.018897628272183265,0.03283925629006505,0.003654401982203126,0.007076868787407875,0.9883720874786377,0.016069948906078935
houses,XGBoost,18576,2064,0.017819486665841433,0.03157840020590925,0.004114381968975067,0.007451008539646864,0.9893410801887512,0.01150348805822432
ilpd,CatBoost,524,59,0.3656473896761647,0.5334542441075285,0.05381796136498451,0.081468366086483,0.694915235042572,0.005945004057139158
ilpd,ExtraTrees,524,59,0.35073503200964606,0.5042342496737016,0.046962231397628784,0.0970870777964592,0.7288135886192322,0.005594751797616482
ilpd,LightGBM,524,59,0.36183462407224576,0.5243106407997985,0.06750249117612839,0.16698692739009857,0.7118644118309021,0.0034045411739498377
ilpd,LinearModel,524,59,0.40777527208801384,0.8257721205341904,0.08565689623355865,0.13705140352249146,0.6440678238868713,0.0033817829098552465
ilpd,NeuralNetFastAI,524,59,0.35200507790566454,0.49783891197199276,0.06410881876945496,0.1397547870874405,0.6610169410705566,0.005417654989287257
ilpd,NeuralNetTorch,524,59,0.36686314560417826,0.5390339870194731,0.05472245067358017,0.058300506323575974,0.6779661178588867,0.0033810618333518505
ilpd,RandomForest,524,59,0.359621553987528,0.5201958906363745,0.04263417422771454,0.11361163854598999,0.7118644118309021,0.005364401964470744
ilpd,XGBoost,524,59,0.37052230620311993,0.5345434891330971,0.06671290844678879,0.1243547722697258,0.6779661178588867,0.005312434863299131
jasmine,CatBoost,2685,299,0.26426448893675014,0.40261678235962933,0.028537655249238014,0.06322842836380005,0.8060200810432434,0.005390650127083063
jasmine,ExtraTrees,2685,299,0.2721546366264002,0.4083595126301498,0.02440468594431877,0.05084409564733505,0.8193979859352112,0.005463872104883194
jasmine,LightGBM,2685,299,0.25849614777380947,0.3958596793031777,0.02025420218706131,0.05522172525525093,0.8227424621582031,0.0045757649932056665
jasmine,LinearModel,2685,299,0.2883624464103964,0.44180707973650657,0.02159307710826397,0.03688855469226837,0.7959865927696228,0.005065070930868387
jasmine,NeuralNetFastAI,2685,299,0.2825652563789323,0.42694690112137734,0.027544990181922913,0.04118024930357933,0.8093645572662354,0.005626857979223132
jasmine,NeuralNetTorch,2685,299,0.2817429754976144,0.42597834218909914,0.029535233974456787,0.05459628999233246,0.8093645572662354,0.005449588876217604
jasmine,RandomForest,2685,299,0.26245636862566607,0.394482745448379,0.03741477429866791,0.08069977164268494,0.8026756048202515,0.005693416111171246
jasmine,XGBoost,2685,299,0.2571699169765788,0.3941942256403688,0.02094298228621483,0.046615149825811386,0.8260869383811951,0.005376673070713878
jm1,CatBoost,9796,1089,0.26443669408794435,0.41737422118821177,0.010064275935292244,0.026406526565551758,0.8163452744483948,0.009103310061618686
jm1,ExtraTrees,9796,1089,0.26165323047935185,0.41176835130416306,0.01138250157237053,0.02874983847141266,0.8209366202354431,0.009817581856623292
jm1,LightGBM,9796,1089,0.26434615308792364,0.4179542075942729,0.01178743690252304,0.02474728599190712,0.8181818127632141,0.006957900011911988
jm1,LinearModel,9796,1089,0.27966523792103803,0.4416327107395696,0.012315534055233002,0.028365878388285637,0.8163452744483948,0.012717903824523091
jm1,NeuralNetFastAI,9796,1089,0.27022003994797744,0.43137727304334417,0.01697240024805069,0.039223987609148026,0.8255280256271362,0.010403528809547424
jm1,NeuralNetTorch,9796,1089,0.2750948974942744,0.4343155987356785,0.017033912241458893,0.02985292300581932,0.8135904669761658,0.012168952031061053
jm1,RandomForest,9796,1089,0.26211023336597583,0.41393347826588767,0.01099846139550209,0.021554170176386833,0.8209366202354431,0.011679750867187977
jm1,XGBoost,9796,1089,0.26417029045980284,0.41733104603145754,0.010111011564731598,0.02954155020415783,0.8163452744483948,0.01039714296348393
kc1,CatBoost,1898,211,0.1846519007228201,0.30915678672620517,0.027024779468774796,0.05590762197971344,0.8720378875732422,0.004626628942787647
kc1,ExtraTrees,1898,211,0.1797147674738797,0.2946054812475147,0.01917867176234722,0.03324698284268379,0.8767772316932678,0.005238329991698265
kc1,LightGBM,1898,211,0.19222563376641089,0.3175008489346755,0.017609363421797752,0.038670435547828674,0.8815165758132935,0.004285677103325725
kc1,LinearModel,1898,211,0.209076954645299,0.33790435810788066,0.027845699340105057,0.06316152215003967,0.8530805706977844,0.0045777661725878716
kc1,NeuralNetFastAI,1898,211,0.19198988930807778,0.3180307111340991,0.02835005521774292,0.05427411571145058,0.8720378875732422,0.0040145390667021275
kc1,NeuralNetTorch,1898,211,0.21070767485778,0.3369742207968344,0.02209078148007393,0.029879126697778702,0.8530805706977844,0.0045214088167995214
kc1,RandomForest,1898,211,0.18312171895303989,0.29829521006176546,0.02185799926519394,0.03237408027052879,0.8815165758132935,0.0048482881393283606
kc1,XGBoost,1898,211,0.201819416396099,0.33343838058738423,0.02281806990504265,0.05275256931781769,0.8767772316932678,0.00457501201890409
kc2,CatBoost,469,53,0.2454336219481008,0.3678280393920277,0.07577774673700333,0.1424257457256317,0.7735849022865295,0.0035088330041617155
kc2,ExtraTrees,469,53,0.2512846706827623,0.37667721062691023,0.06702376157045364,0.13495539128780365,0.7735849022865295,0.004567817784845829
kc2,LightGBM,469,53,0.23522431446637407,0.35476256867533235,0.09063063561916351,0.15957961976528168,0.7924528121948242,0.003814911935478449
kc2,LinearModel,469,53,0.24435815054582252,0.36900219543744833,0.06956618279218674,0.13756202161312103,0.8113207817077637,0.003327722894027829
kc2,NeuralNetFastAI,469,53,0.25054379737998617,0.3714445955464869,0.06958883255720139,0.13063013553619385,0.7735849022865295,0.003366416087374091
kc2,NeuralNetTorch,469,53,0.25387772041076007,0.38601150064671513,0.06225265562534332,0.13692371547222137,0.7735849022865295,0.0032015559263527393
kc2,RandomForest,469,53,0.24502594842369585,0.37265759698760037,0.081268310546875,0.17650550603866577,0.8301886916160583,0.0033400689717382193
kc2,XGBoost,469,53,0.23900098168619327,0.36231798877001287,0.08029419183731079,0.16380347311496735,0.7924528121948242,0.0033120240550488234
kdd_el_nino-small,CatBoost,703,79,0.0994085956057007,0.1472040918767184,0.034916236996650696,0.07507603615522385,0.9240506291389465,0.00369681091979146
kdd_el_nino-small,ExtraTrees,703,79,0.11170180753602711,0.17930196466768566,0.028980763629078865,0.06662321090698242,0.9367088675498962,0.004166812868788838
kdd_el_nino-small,LightGBM,703,79,0.10996615656119113,0.17004545572293334,0.04016392305493355,0.07102370262145996,0.9367088675498962,0.0040343611035496
