dataset,model,cal_size,test_size,n_classes,ETS_brier,ETS_logloss,ETS_ece-15,ETS_accuracy,ETS_time
volcanoes-a4,LinearModel,1363,152,5,0.13087846320244828,0.3023880162151107,0.036999039351940155,0.9013158082962036,0.006865978008136153
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13029925167747072,0.2981342743450232,0.0521850511431694,0.9013158082962036,0.011601968901231885
volcanoes-a4,NeuralNetTorch,1363,152,5,0.13029866542971474,0.29547352721688175,0.04343552887439728,0.9144737124443054,0.008342493092641234
volcanoes-a4,RandomForest,1363,152,5,0.1358197697714947,0.3138482477889387,0.047115541994571686,0.9013158082962036,0.006283408962190151
volcanoes-a4,XGBoost,1363,152,5,0.13455475495172645,0.32228526041070277,0.045942388474941254,0.9144737124443054,0.007288690889254212
volcanoes-b1,CatBoost,9158,1018,5,0.054230279258432434,0.13925537740508245,0.010451685637235641,0.968565821647644,0.03221424389630556
volcanoes-b1,ExtraTrees,9158,1018,5,0.056299119553880866,0.14546441051468337,0.012922615744173527,0.9636542201042175,0.022438114043325186
volcanoes-b1,LightGBM,9158,1018,5,0.05652521753205535,0.1476281559217704,0.00973855797201395,0.9656188488006592,0.041280446108430624
volcanoes-b1,LinearModel,9158,1018,5,0.054208273571031834,0.1408979628213721,0.00939145963639021,0.968565821647644,0.023012092104181647
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.054222618831943535,0.14140850721065376,0.00932629406452179,0.968565821647644,0.022797597106546164
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05501070625349551,0.1429611488436588,0.010375290177762508,0.9675834774971008,0.028514120960608125
volcanoes-b1,RandomForest,9158,1018,5,0.05532151015083835,0.14418695010930746,0.007508168462663889,0.968565821647644,0.03466294310055673
volcanoes-b1,XGBoost,9158,1018,5,0.05482809825029703,0.14354919327398627,0.012732718139886856,0.968565821647644,0.022677537985146046
volcanoes-b2,CatBoost,9601,1067,5,0.050607749779472064,0.1332861494998805,0.009203889407217503,0.9681349396705627,0.026794974924996495
volcanoes-b2,ExtraTrees,9601,1067,5,0.0526740429315485,0.13716469522581481,0.019419996067881584,0.9643861055374146,0.023701481986790895
volcanoes-b2,LightGBM,9601,1067,5,0.052784194766265245,0.13986173236710012,0.012609558179974556,0.9671977758407593,0.0361155578866601
volcanoes-b2,LinearModel,9601,1067,5,0.05117776353020233,0.13527919993672102,0.009671738371253014,0.9700093865394592,0.023246295982971787
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05082678550662761,0.13489531285794557,0.00885563064366579,0.9700093865394592,0.023221924202516675
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05062525515582353,0.1325682436198675,0.010586321353912354,0.9700093865394592,0.03256424190476537
volcanoes-b2,RandomForest,9601,1067,5,0.052704496486110294,0.13778312403420417,0.015683218836784363,0.9643861055374146,0.02335422090254724
volcanoes-b2,XGBoost,9601,1067,5,0.05069085461032622,0.1349433497110302,0.013594802469015121,0.9700093865394592,0.023652103962376714
volcanoes-b5,CatBoost,8990,999,5,0.05558479970826114,0.1368130485916699,0.014608748257160187,0.966966986656189,0.02544619096443057
volcanoes-b5,ExtraTrees,8990,999,5,0.05922573883042575,0.14426734433252378,0.01893754117190838,0.9609609842300415,0.024884694954380393
volcanoes-b5,LightGBM,8990,999,5,0.0575944144019727,0.1418123103649619,0.011195001192390919,0.9619619846343994,0.022607858991250396
volcanoes-b5,LinearModel,8990,999,5,0.05693856505747079,0.14090187425084336,0.01572331227362156,0.9649649858474731,0.02271618414670229
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05703776208821275,0.13925085142004343,0.010406170040369034,0.9649649858474731,0.023677509045228362
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05685270140337374,0.1409669181624445,0.008190195076167583,0.9639639854431152,0.03329528705216944
volcanoes-b5,RandomForest,8990,999,5,0.057804249789408686,0.14183159486594393,0.00830113422125578,0.966966986656189,0.036883770022541285
volcanoes-b5,XGBoost,8990,999,5,0.05525138532143284,0.1415929567599289,0.012454196810722351,0.9679679870605469,0.03289622301235795
volcanoes-b6,CatBoost,9117,1013,5,0.06355644543133494,0.16588464953855078,0.015057126991450787,0.9634748101234436,0.027148008113726974
volcanoes-b6,ExtraTrees,9117,1013,5,0.06361493251204357,0.16638458894848376,0.00940081849694252,0.9624876379966736,0.026535990880802274
volcanoes-b6,LightGBM,9117,1013,5,0.06296373029486255,0.1685353216168489,0.015270678326487541,0.9654491543769836,0.039532033959403634
volcanoes-b6,LinearModel,9117,1013,5,0.0636709522259706,0.16979288069895704,0.012866928242146969,0.9644619822502136,0.022633044980466366
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06305044905523886,0.167209968024594,0.012924948707222939,0.9644619822502136,0.02340376190841198
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06398963164793166,0.17233389060627743,0.01822349615395069,0.9644619822502136,0.0349760300014168
volcanoes-b6,RandomForest,9117,1013,5,0.06397800574940787,0.16601623433014467,0.008134840056300163,0.9624876379966736,0.022585466969758272
volcanoes-b6,XGBoost,9117,1013,5,0.061873417376184195,0.16693959189265534,0.007572466973215342,0.9644619822502136,0.022700672037899494
volcanoes-d1,CatBoost,7877,876,5,0.09983769703295889,0.24933700785286889,0.016017692163586617,0.9440639019012451,0.020253809168934822
volcanoes-d1,ExtraTrees,7877,876,5,0.09990415840410999,0.25375076730508067,0.013007888570427895,0.9440639019012451,0.020823491970077157
volcanoes-d1,LightGBM,7877,876,5,0.10043658092580025,0.25219294899263883,0.007488909177482128,0.9440639019012451,0.020178072853013873
volcanoes-d1,LinearModel,7877,876,5,0.10031171037097343,0.25351071161023925,0.011419137939810753,0.9429223537445068,0.02047257497906685
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.1001249232105716,0.25524724811372845,0.014621328562498093,0.9440639019012451,0.020367434015497565
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09996774076315822,0.25480732072551215,0.014538726769387722,0.9440639019012451,0.017790236044675112
volcanoes-d1,RandomForest,7877,876,5,0.10067588337535717,0.25588114238856824,0.00968543067574501,0.9440639019012451,0.020377782871946692
volcanoes-d1,XGBoost,7877,876,5,0.09966687034103765,0.24951508944518902,0.012828165665268898,0.9440639019012451,0.018172217067331076
volcanoes-d4,CatBoost,7788,866,5,0.09653145809393064,0.23634480943638767,0.019761964678764343,0.943418025970459,0.020471959840506315
volcanoes-d4,ExtraTrees,7788,866,5,0.09785766437149977,0.24015481298127694,0.015406490303575993,0.943418025970459,0.02056072885170579
volcanoes-d4,LightGBM,7788,866,5,0.09777332507025811,0.23910015107562232,0.011992843821644783,0.943418025970459,0.020435667131096125
volcanoes-d4,LinearModel,7788,866,5,0.09597636131389273,0.2353300066233097,0.019206972792744637,0.943418025970459,0.026722368085756898
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09667361372381818,0.23514307547710395,0.012580136768519878,0.943418025970459,0.020149950170889497
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09664941689775693,0.23539130338572806,0.014963769353926182,0.943418025970459,0.02802712982520461
volcanoes-d4,RandomForest,7788,866,5,0.09843633457040367,0.24525410018189708,0.015212895348668098,0.943418025970459,0.020148215116932988
volcanoes-d4,XGBoost,7788,866,5,0.09754483872653683,0.24276401248427884,0.014176667667925358,0.943418025970459,0.020131681812927127
volcanoes-e1,CatBoost,1064,119,5,0.15623761749059495,0.371339748315245,0.03640260547399521,0.9075630307197571,0.006434467853978276
volcanoes-e1,ExtraTrees,1064,119,5,0.15981613276012313,0.37726574780105737,0.039016857743263245,0.9075630307197571,0.006008352851495147
volcanoes-e1,LightGBM,1064,119,5,0.15985691742210156,0.37922265158742885,0.0403478629887104,0.9075630307197571,0.0064802928827703
volcanoes-e1,LinearModel,1064,119,5,0.16768661732798895,0.38634015298075025,0.03881442919373512,0.8991596698760986,0.006603188114240766
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15691429709109997,0.371611044264977,0.03971025347709656,0.9075630307197571,0.005943067837506533
volcanoes-e1,NeuralNetTorch,1064,119,5,0.15906853548285568,0.37717666966743946,0.03985503315925598,0.9075630307197571,0.005908976076170802
volcanoes-e1,RandomForest,1064,119,5,0.16289271232983632,0.39161524983932744,0.041744619607925415,0.9075630307197571,0.005932806059718132
volcanoes-e1,XGBoost,1064,119,5,0.15887935252227334,0.3807151379423342,0.04561299458146095,0.9075630307197571,0.005570175824686885
volkert,CatBoost,52479,5831,10,0.3936050638684454,0.7974400896602971,0.018508730456233025,0.7060538530349731,0.3975098649971187
volkert,ExtraTrees,52479,5831,10,0.43605571257142606,0.894812061441403,0.018330583348870277,0.6736409068107605,0.5032579500693828
volkert,LightGBM,52479,5831,10,0.37007131835279783,0.753984199920831,0.016594160348176956,0.7276625037193298,0.7412295551039279
volkert,LinearModel,52479,5831,10,0.5436826606274323,1.1624638363934368,0.022687077522277832,0.590293288230896,0.4721980458125472
volkert,NeuralNetFastAI,52479,5831,10,0.35680166149165227,0.7288543707456767,0.031086338683962822,0.7408677935600281,0.8289481441024691
volkert,NeuralNetTorch,52479,5831,10,0.3844961813316079,0.778153798718918,0.025167664512991905,0.718916118144989,0.31947806593962014
volkert,RandomForest,52479,5831,10,0.43499210521434134,0.9002263857568946,0.015979742631316185,0.6787858009338379,0.5115371320862323
volkert,XGBoost,52479,5831,10,0.3914977718249603,0.7998759451493168,0.020650729537010193,0.7137712240219116,0.27759897778742015
wall-robot-navigation,CatBoost,4910,546,4,0.004727087518960772,0.007336041548645922,0.001844947342760861,0.9963369965553284,0.018601221963763237
wall-robot-navigation,ExtraTrees,4910,546,4,0.024855370650891086,0.04586527422630851,0.007462053559720516,0.9853479862213135,0.01815918507054448
wall-robot-navigation,LightGBM,4910,546,4,0.0071057798761468855,0.012903144865323332,0.006085910834372044,0.9945054650306702,0.016261416021734476
wall-robot-navigation,LinearModel,4910,546,4,0.3728077470764271,0.6704283133862635,0.04875943064689636,0.7106227278709412,0.014755706069990993
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.04849178419336682,0.09029383390618592,0.020732110366225243,0.9670329689979553,0.014605497941374779
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05169779945655489,0.09650587188173033,0.015199733898043633,0.9670329689979553,0.01879652705974877
wall-robot-navigation,RandomForest,4910,546,4,0.011572040071107218,0.020434606407505395,0.006567566655576229,0.9926739931106567,0.04109706892631948
wall-robot-navigation,XGBoost,4910,546,4,0.007978644535128329,0.012758112452792373,0.006115660537034273,0.9926739931106567,0.01601413288153708
waveform-5000,CatBoost,4500,500,3,0.1972949658715551,0.3113546922449596,0.026746099814772606,0.8479999899864197,0.012233687099069357
waveform-5000,ExtraTrees,4500,500,3,0.2077282882379016,0.319744074298263,0.03098299354314804,0.8360000252723694,0.01956253289245069
waveform-5000,LightGBM,4500,500,3,0.20087954345481654,0.31461357360070225,0.029240721836686134,0.8519999980926514,0.015248316107317805
waveform-5000,LinearModel,4500,500,3,0.19027806189600413,0.30464337431606453,0.02464183047413826,0.8659999966621399,0.012202057987451553
waveform-5000,NeuralNetFastAI,4500,500,3,0.18161150354909578,0.2835201198974183,0.04167204350233078,0.8600000143051147,0.01242393790744245
waveform-5000,NeuralNetTorch,4500,500,3,0.1817734840744201,0.27964310721131413,0.022913163527846336,0.8619999885559082,0.02359435288235545
waveform-5000,RandomForest,4500,500,3,0.22460841028804232,0.34682213150037056,0.022003360092639923,0.8360000252723694,0.01681031403131783
waveform-5000,XGBoost,4500,500,3,0.20240075822615228,0.32276512399706225,0.025091255083680153,0.8600000143051147,0.012311375001445413
wine-quality-red,CatBoost,1439,160,6,0.43135704399234986,0.8183461210893446,0.10013878345489502,0.706250011920929,0.008024187060073018
wine-quality-red,ExtraTrees,1439,160,6,0.4008477828943815,0.7598415817926645,0.061977777630090714,0.71875,0.011546941939741373
wine-quality-red,LightGBM,1439,160,6,0.43185706482845043,0.8453168419693678,0.07692205160856247,0.6937500238418579,0.0072760258335620165
wine-quality-red,LinearModel,1439,160,6,0.5600341836900464,0.9994276329241781,0.06090467795729637,0.5375000238418579,0.018133101984858513
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5266299246022118,0.9442022049940849,0.08875692635774612,0.59375,0.010900803841650486
wine-quality-red,NeuralNetTorch,1439,160,6,0.4913548062539374,0.9175354053486892,0.07216078788042068,0.6499999761581421,0.008274698164314032
wine-quality-red,RandomForest,1439,160,6,0.42120585323645604,0.8065417074883598,0.04906155914068222,0.7124999761581421,0.01309343590401113
wine-quality-red,XGBoost,1439,160,6,0.4280827523736255,0.8359718838476227,0.0637543797492981,0.706250011920929,0.007559821009635925
wine-quality-white,CatBoost,4408,490,7,0.4009663853518873,0.7647478713920952,0.08892913907766342,0.722449004650116,0.01874193991534412
wine-quality-white,ExtraTrees,4408,490,7,0.373891580931847,0.7466295761796102,0.06436647474765778,0.7102040648460388,0.02074975403957069
wine-quality-white,LightGBM,4408,490,7,0.39074728769613354,0.7533176658252395,0.08384129405021667,0.7122448682785034,0.01699515711516142
wine-quality-white,LinearModel,4408,490,7,0.5699887843208963,1.0834857362401757,0.04437798634171486,0.5612244606018066,0.022135134087875485
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5115536640721547,0.9347810501519923,0.07183076441287994,0.6061224341392517,0.03985464689321816
wine-quality-white,NeuralNetTorch,4408,490,7,0.5062032824452275,0.926210659371878,0.056129299104213715,0.6102041006088257,0.018965580966323614
wine-quality-white,RandomForest,4408,490,7,0.3817612664410886,0.7586822659920667,0.061960309743881226,0.7061224579811096,0.020640667993575335
wine-quality-white,XGBoost,4408,490,7,0.3965879872171621,0.755479233035523,0.07173220068216324,0.699999988079071,0.01647135312668979
