dataset,model,cal_size,test_size,n_classes,CIR_brier,CIR_logloss,CIR_ece-15,CIR_accuracy,CIR_time
first-order-theorem-proving,LightGBM,5506,612,6,0.5102077623877016,1.055372972852774,0.04074743390083313,0.6127451062202454,0.023609658936038613
first-order-theorem-proving,LinearModel,5506,612,6,0.6477508307422007,1.4784772043530618,0.05256574600934982,0.4869281053543091,0.022162965033203363
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5593994273199169,1.159657750439362,0.060686491429805756,0.5686274766921997,0.023786186007782817
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5437209015442934,1.2268434736867282,0.03613031655550003,0.5718954205513,0.023028769996017218
first-order-theorem-proving,RandomForest,5506,612,6,0.508088206884212,1.041827254267822,0.045986976474523544,0.6143791079521179,0.02492472599260509
first-order-theorem-proving,XGBoost,5506,612,6,0.5024974914860231,1.1421605892554476,0.03374212980270386,0.6209150552749634,0.024966652039438486
har,CatBoost,9269,1030,6,0.004620681402683793,0.0079473276558747,0.005389683414250612,0.9961165189743042,0.02507471921853721
har,ExtraTrees,9269,1030,6,0.01893593051242324,0.031677674918545284,0.006558775436133146,0.9873786568641663,0.023782604141160846
har,LightGBM,9269,1030,6,0.0019191602202561222,0.004038820393336168,0.0033774618059396744,0.9990290999412537,0.02371478220447898
har,LinearModel,9269,1030,6,0.014575539069963563,0.025501066401624615,0.00605684332549572,0.9912621378898621,0.02637937292456627
har,NeuralNetFastAI,9269,1030,6,0.006390199134436368,0.013020337085004746,0.008229423314332962,0.9970873594284058,0.02557702688500285
har,NeuralNetTorch,9269,1030,6,0.007849379606871498,0.013371992902839611,0.00616703275591135,0.9941747784614563,0.02590291714295745
har,RandomForest,9269,1030,6,0.029634983718105513,0.05192953568695963,0.00890513975173235,0.9825242757797241,0.024768724106252193
har,XGBoost,9269,1030,6,0.006727521099653206,0.1394847640999635,0.006046921014785767,0.9980582594871521,0.026638478972017765
isolet,CatBoost,7017,780,26,0.0703676183450495,0.38161646652770076,0.012059660628437996,0.9487179517745972,0.09490573313087225
isolet,ExtraTrees,7017,780,26,0.08831952260619969,0.4312609763506253,0.027059124782681465,0.9397435784339905,0.08843760378658772
isolet,LightGBM,7017,780,26,0.05179597108536049,0.2698361983550401,0.011739387176930904,0.9653846025466919,0.09361860482022166
isolet,LinearModel,7017,780,26,0.05761587364597879,0.3644858556724213,0.010590537451207638,0.9615384340286255,0.08858276414684951
isolet,NeuralNetFastAI,7017,780,26,0.04485398317974274,0.17163539136987577,0.014420303516089916,0.9679487347602844,0.09143167082220316
isolet,NeuralNetTorch,7017,780,26,0.05641434103948301,0.27858131930233176,0.016129905357956886,0.9692307710647583,0.09324395516887307
isolet,RandomForest,7017,780,26,0.10819887407360439,0.47747472448169137,0.030662598088383675,0.9166666865348816,0.08642480499111116
isolet,XGBoost,7017,780,26,0.06200735734446508,0.29238728733160335,0.011528149247169495,0.9551281929016113,0.09152163006365299
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.15306889653211886,0.23012253812412523,0.01567154750227928,0.8630076050758362,0.039777227910235524
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.17249176973833175,0.2701195111346368,0.025656133890151978,0.8565372824668884,0.04056255705654621
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.13173199251056367,0.19600488549020437,0.01568104699254036,0.8804105520248413,0.04017759091220796
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.42647020561553267,0.7161801187398975,0.013672688975930214,0.6807228922843933,0.04411289212293923
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.10142543173234975,0.1504371867869102,0.010618869215250015,0.9076305031776428,0.041097686160355806
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.023994694179046244,0.04155063744171591,0.012144146487116814,0.9850513339042664,0.0373294351156801
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.1782995577762067,0.27897954917553786,0.012179614044725895,0.8420348167419434,0.04059183201752603
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.13063188469460038,0.1930530019766289,0.015157133340835571,0.8826416730880737,0.040912538999691606
kr-vs-k,CatBoost,25250,2806,18,0.13001718259333825,0.30502137559827064,0.024537386372685432,0.9183891415596008,0.1545718931593001
kr-vs-k,ExtraTrees,25250,2806,18,0.1756970465259977,0.3728026228049881,0.033637456595897675,0.8841767907142639,0.13275714498013258
kr-vs-k,LightGBM,25250,2806,18,0.11607138019577802,0.23685657432905166,0.032632630318403244,0.927655041217804,0.13821216113865376
kr-vs-k,LinearModel,25250,2806,18,0.786036197566145,1.9371764141422627,0.03046414814889431,0.34176763892173767,0.15618742816150188
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.15807141743861014,0.288902728863218,0.04263688623905182,0.8937990069389343,0.14876019186340272
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11448020234459592,0.212647093745368,0.0470469631254673,0.9219529628753662,0.13808239996433258
kr-vs-k,RandomForest,25250,2806,18,0.1624579476646485,0.3622726294438636,0.03264910727739334,0.8909479975700378,0.1276837841141969
kr-vs-k,XGBoost,25250,2806,18,0.11608339143378198,0.2299018709942155,0.02862381562590599,0.9287241697311401,0.15445049782283604
led24,CatBoost,2880,320,10,0.4005837756858407,0.8250122622886462,0.07070719450712204,0.715624988079071,0.029339018976315856
led24,ExtraTrees,2880,320,10,0.4015490381777783,0.8257769378224126,0.054806195199489594,0.706250011920929,0.027716613840311766
led24,LightGBM,2880,320,10,0.40140561920505907,0.8405910356798328,0.06153945252299309,0.7124999761581421,0.028394133783876896
led24,LinearModel,2880,320,10,0.39396374238914167,0.8144195680022992,0.05981303006410599,0.706250011920929,0.029085161862894893
led24,NeuralNetFastAI,2880,320,10,0.383193051677737,0.9940446384872688,0.04013136401772499,0.7250000238418579,0.028819072060287
led24,NeuralNetTorch,2880,320,10,0.3845541145079661,0.8036459248081794,0.05988061800599098,0.731249988079071,0.028534576995298266
led24,RandomForest,2880,320,10,0.3989849518002616,0.8222886106169428,0.0509524904191494,0.7124999761581421,0.027913491940125823
led24,XGBoost,2880,320,10,0.40427104630642835,0.8465139712343884,0.04503457248210907,0.7124999761581421,0.0282267730217427
letter,CatBoost,18000,2000,26,0.03318878678877124,0.1310825002910742,0.006266207434237003,0.9785000085830688,0.16338942083530128
letter,ExtraTrees,18000,2000,26,0.04409874582217503,0.08813108406486833,0.012224186211824417,0.9725000262260437,0.14959135907702148
letter,LightGBM,18000,2000,26,0.03501679646637434,0.0739487089539412,0.007448242511600256,0.9794999957084656,0.1659469350706786
letter,LinearModel,18000,2000,26,0.29633194746686653,0.7560811913945867,0.03773336485028267,0.7990000247955322,0.17987548001110554
letter,NeuralNetFastAI,18000,2000,26,0.020266044388669,0.13571596141215175,0.004790779668837786,0.9860000014305115,0.14131036610342562
letter,NeuralNetTorch,18000,2000,26,0.02153780883658181,0.07233067835244392,0.00750460522249341,0.9835000038146973,0.14291319297626615
letter,RandomForest,18000,2000,26,0.05536034115574378,0.11763831809683975,0.020584385842084885,0.9674999713897705,0.16085752891376615
letter,XGBoost,18000,2000,26,0.03751044839990815,0.11049396695149225,0.008905235677957535,0.9769999980926514,0.16831855406053364
mfeat-factors,CatBoost,1800,200,10,0.044014791629532854,0.4203862668451162,0.020710457116365433,0.9750000238418579,0.023081476101651788
mfeat-factors,ExtraTrees,1800,200,10,0.05159008822747504,0.43594330677985527,0.022308355197310448,0.9649999737739563,0.022721366956830025
mfeat-factors,LightGBM,1800,200,10,0.041570436865908285,0.4113038085198095,0.024916881695389748,0.9800000190734863,0.022939948830753565
mfeat-factors,LinearModel,1800,200,10,0.03319841511566534,0.3916420248146487,0.02013181895017624,0.9750000238418579,0.022597344126552343
mfeat-factors,NeuralNetFastAI,1800,200,10,0.03201163408313824,0.06768437109027003,0.01837463676929474,0.9750000238418579,0.022531019989401102
mfeat-factors,NeuralNetTorch,1800,200,10,0.03305748100513972,0.3920216640290654,0.011828958988189697,0.9800000190734863,0.022257876116782427
mfeat-factors,RandomForest,1800,200,10,0.05168465326155559,0.10543299471007087,0.025789955630898476,0.9750000238418579,0.022562233032658696
mfeat-factors,XGBoost,1800,200,10,0.04457104098362124,0.7458705228591902,0.03257241100072861,0.9800000190734863,0.023330342955887318
micro-mass,CatBoost,513,58,20,0.05358424645434425,0.0945810618908569,0.061625756323337555,0.982758641242981,0.03768076887354255
micro-mass,ExtraTrees,513,58,20,0.09011145265553394,0.1600560889453046,0.06085047125816345,0.9482758641242981,0.03783375793136656
micro-mass,LightGBM,513,58,20,0.0996827286296143,0.15426773992874288,0.05856458470225334,0.931034505367279,0.03733799699693918
micro-mass,LinearModel,513,58,20,0.08579937078877907,1.2828753762989686,0.04214421659708023,0.931034505367279,0.03708961699157953
micro-mass,NeuralNetFastAI,513,58,20,0.1945434936746394,0.3835800741936696,0.09176427870988846,0.8793103694915771,0.03864465607330203
micro-mass,NeuralNetTorch,513,58,20,0.07259455973144302,1.2584058660421913,0.0367451049387455,0.9482758641242981,0.036973107839003205
micro-mass,RandomForest,513,58,20,0.10733219036336869,0.17992012295162232,0.07632363587617874,0.931034505367279,0.03789727506227791
micro-mass,XGBoost,513,58,20,0.12927534626975254,0.21360981870490992,0.05698578059673309,0.8965517282485962,0.037599059054628015
microaggregation2,CatBoost,18000,2000,5,0.48116195092633735,0.9043402186743416,0.025007080286741257,0.6395000219345093,0.037928830133751035
microaggregation2,ExtraTrees,18000,2000,5,0.49153726622318117,0.930153093165346,0.01793508790433407,0.625,0.03815720486454666
microaggregation2,LightGBM,18000,2000,5,0.47747637380362956,0.9286850043350344,0.019351141527295113,0.6399999856948853,0.04068415914662182
microaggregation2,LinearModel,18000,2000,5,0.5514382226654315,1.039838028692481,0.0200630035251379,0.5814999938011169,0.03680231003090739
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4572459565389689,0.8575793094856811,0.014455530792474747,0.656000018119812,0.03755383216775954
microaggregation2,NeuralNetTorch,18000,2000,5,0.4658651820451485,0.9035718879515948,0.023462099954485893,0.6460000276565552,0.03807730716653168
microaggregation2,RandomForest,18000,2000,5,0.49392862057250575,0.9351540242014914,0.01869290880858898,0.6305000185966492,0.03769225999712944
microaggregation2,XGBoost,18000,2000,5,0.480081537596811,0.901412611023073,0.02319442853331566,0.6345000267028809,0.03755159303545952
okcupid-stem,CatBoost,45710,5079,3,0.3358359578988832,0.5626005257669142,0.013977804221212864,0.761961042881012,0.04959850991144776
okcupid-stem,ExtraTrees,45710,5079,3,0.35523186708047033,0.5907124481209723,0.010988185182213783,0.7454223036766052,0.048658770974725485
okcupid-stem,LightGBM,45710,5079,3,0.3391487458666022,0.5656977663983156,0.014438427984714508,0.7607796788215637,0.050401950953528285
okcupid-stem,LinearModel,45710,5079,3,0.34438191881226166,0.5753020426037059,0.017372682690620422,0.7560543417930603,0.04702510614879429
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.34192801259024025,0.569724609805982,0.013091683387756348,0.7595983743667603,0.04917645896784961
okcupid-stem,NeuralNetTorch,45710,5079,3,0.33718473574701624,0.5638880655594639,0.014308882877230644,0.7637330293655396,0.04737411509267986
okcupid-stem,RandomForest,45710,5079,3,0.35419576883549975,0.5886114058016026,0.011816143058240414,0.7464067935943604,0.047138860914856195
okcupid-stem,XGBoost,45710,5079,3,0.3389441595342524,0.5660448385830813,0.015120034106075764,0.7605828046798706,0.04822890507057309
optdigits,CatBoost,5058,562,10,0.02310416563203812,0.2734426394940052,0.009148532524704933,0.9857650995254517,0.030092881061136723
optdigits,ExtraTrees,5058,562,10,0.024055134569997836,0.2770695486695501,0.007424540817737579,0.9839857816696167,0.029324155999347568
optdigits,LightGBM,5058,562,10,0.018279563655469105,0.26536765521439126,0.005385971628129482,0.9893238544464111,0.0296860181260854
optdigits,LinearModel,5058,562,10,0.053154158102385086,0.09043867867268746,0.008706689812242985,0.9608541131019592,0.030290303053334355
optdigits,NeuralNetFastAI,5058,562,10,0.019681181414081372,0.03747469797791821,0.010614133439958096,0.9911032319068909,0.030036016833037138
optdigits,NeuralNetTorch,5058,562,10,0.013563802514523736,0.02981364704043593,0.008371591567993164,0.9946619272232056,0.029492049012333155
optdigits,RandomForest,5058,562,10,0.040046724141145934,0.18980947002297405,0.011154602281749249,0.9715302586555481,0.029574191896244884
optdigits,XGBoost,5058,562,10,0.03059338802512932,0.28710597279401917,0.011770397424697876,0.9804270267486572,0.030105556827038527
page-blocks,CatBoost,4925,548,5,0.044238284928884264,0.314383676568374,0.012186751700937748,0.9689781069755554,0.01584634091705084
page-blocks,ExtraTrees,4925,548,5,0.04238824762615267,0.2013336635638512,0.006360657978802919,0.9726277589797974,0.0142691012006253
page-blocks,LightGBM,4925,548,5,0.04224373002777314,0.19747490144565624,0.012487961910665035,0.9689781069755554,0.015998319955542684
page-blocks,LinearModel,4925,548,5,0.04467360597227903,0.09986933996883432,0.013183627277612686,0.970802903175354,0.016236213967204094
page-blocks,NeuralNetFastAI,4925,548,5,0.05005577733185274,0.21775569286521926,0.013349251821637154,0.9689781069755554,0.016177588142454624
page-blocks,NeuralNetTorch,4925,548,5,0.036864562893182344,0.1981992114314448,0.011323913000524044,0.974452555179596,0.015924721956253052
page-blocks,RandomForest,4925,548,5,0.04073129689050278,0.13478172118395135,0.009456346742808819,0.9762773513793945,0.013922024983912706
page-blocks,XGBoost,4925,548,5,0.04104912572727187,0.20067145372582265,0.012069137766957283,0.9762773513793945,0.016000050120055676
pendigits,CatBoost,9892,1100,10,0.005094265678321194,0.008802020709113645,0.005042085889726877,0.996363639831543,0.03980176500044763
pendigits,ExtraTrees,9892,1100,10,0.008956983163302687,0.018976289610970337,0.004496084526181221,0.9936363697052002,0.035475298995152116
pendigits,LightGBM,9892,1100,10,0.008256072164362962,0.0740068960834782,0.004455413669347763,0.9936363697052002,0.038637058110907674
pendigits,LinearModel,9892,1100,10,0.06946289039692322,0.1442778935629479,0.019520103931427002,0.9563636183738708,0.04050941695459187
pendigits,NeuralNetFastAI,9892,1100,10,0.005162232579879235,0.06994659175131207,0.003428463824093342,0.9972727298736572,0.040346856927499175
pendigits,NeuralNetTorch,9892,1100,10,0.003630372311509473,0.0064920745300495125,0.0018428890034556389,0.9972727298736572,0.038963462924584746
pendigits,RandomForest,9892,1100,10,0.015913958270192215,0.02853168645013217,0.005452836863696575,0.9909090995788574,0.03556759608909488
pendigits,XGBoost,9892,1100,10,0.01118551811793226,0.02038068930202037,0.0028209469746798277,0.9927272796630859,0.041926873149350286
robert,CatBoost,9000,1000,10,0.5944877002419718,1.310991370376735,0.05797087773680687,0.546999990940094,0.04748538904823363
robert,ExtraTrees,9000,1000,10,0.668470619608159,1.5325813839323337,0.06640375405550003,0.47699999809265137,0.04772946098819375
robert,LightGBM,9000,1000,10,0.5718919823754276,1.2545980202125913,0.025995902717113495,0.5569999814033508,0.04781351191923022
robert,LinearModel,9000,1000,10,0.7773701605947656,1.9078810182373334,0.08601361513137817,0.3610000014305115,0.0477126520127058
robert,NeuralNetFastAI,9000,1000,10,0.6567180056613735,1.4744223810636543,0.043004050850868225,0.4740000069141388,0.049167768098413944
robert,NeuralNetTorch,9000,1000,10,0.6509067179126545,1.4705983570030372,0.04856124520301819,0.4830000102519989,0.04841633210889995
robert,RandomForest,9000,1000,10,0.6737288352034673,1.5486877491234503,0.05966121703386307,0.4819999933242798,0.05121736996807158
robert,XGBoost,9000,1000,10,0.606786330556311,1.3437831663552293,0.05386153981089592,0.5210000276565552,0.04720391402952373
satimage,CatBoost,5787,643,6,0.11775985230847703,0.21005019198888616,0.018504679203033447,0.9113530516624451,0.02072677598334849
satimage,ExtraTrees,5787,643,6,0.11997412764439054,0.21618769235433702,0.016981106251478195,0.917573869228363,0.01997892395593226
satimage,LightGBM,5787,643,6,0.11985679033306261,0.3068315196570829,0.02172008715569973,0.917573869228363,0.020701110130175948
satimage,LinearModel,5787,643,6,0.18730945417713285,0.32846577672818167,0.028325049206614494,0.8553654551506042,0.02146461303345859
satimage,NeuralNetFastAI,5787,643,6,0.11136264783350273,0.1864312852789194,0.01617925986647606,0.9160186648368835,0.02061040699481964
satimage,NeuralNetTorch,5787,643,6,0.11340163750849923,0.1914612626763641,0.025548871606588364,0.917573869228363,0.020356235094368458
satimage,RandomForest,5787,643,6,0.12261598522842161,0.243254531277408,0.018543945625424385,0.917573869228363,0.0200447179377079
satimage,XGBoost,5787,643,6,0.11552559474434039,0.3152105532324265,0.01635105535387993,0.9269051551818848,0.021151896100491285
segment,CatBoost,2079,231,7,0.030748206626721623,0.33877169473760826,0.018276197835803032,0.9870129823684692,0.016126702073961496
segment,ExtraTrees,2079,231,7,0.02813019013328681,0.34345612805407205,0.018315473571419716,0.9870129823684692,0.015456462977454066
segment,LightGBM,2079,231,7,0.03958516916679589,0.35985944361585626,0.02633466199040413,0.9783549904823303,0.016271386994048953
segment,LinearModel,2079,231,7,0.04199724171297234,0.09494428762551207,0.019562922418117523,0.9783549904823303,0.016461313934996724
segment,NeuralNetFastAI,2079,231,7,0.036661896445076954,0.06763334242580248,0.02204117737710476,0.9740259647369385,0.016202541068196297
segment,NeuralNetTorch,2079,231,7,0.02999313928176069,0.058815768254617214,0.030695931985974312,0.9913420081138611,0.015867271926254034
segment,RandomForest,2079,231,7,0.03359737296957833,0.35389761517079144,0.015079250559210777,0.9783549904823303,0.015697981929406524
segment,XGBoost,2079,231,7,0.04062814899444243,0.08612692606341915,0.020834634080529213,0.9696969985961914,0.015989109873771667
semeion,CatBoost,1433,160,10,0.10018642319611089,1.02219658132652,0.04975145310163498,0.9312499761581421,0.02188638993538916
semeion,ExtraTrees,1433,160,10,0.1602837705884559,1.5621186632672754,0.04858148470520973,0.893750011920929,0.02204821794293821
semeion,LightGBM,1433,160,10,0.12653054800459004,0.2681796692266275,0.04320520535111427,0.918749988079071,0.021613826043903828
semeion,LinearModel,1433,160,10,0.13487045368958875,0.27870537869216266,0.07902782410383224,0.918749988079071,0.021708941087126732
semeion,NeuralNetFastAI,1433,160,10,0.10318222475355107,1.0109590202695016,0.04022936895489693,0.925000011920929,0.021136841038241982
semeion,NeuralNetTorch,1433,160,10,0.10712399146830813,0.6129617008830982,0.05066275596618652,0.925000011920929,0.021745981881394982
semeion,RandomForest,1433,160,10,0.16387140544145998,1.1706532608293343,0.054033443331718445,0.8812500238418579,0.023151090135797858
semeion,XGBoost,1433,160,10,0.13288994118141711,0.2868301270202238,0.05106794461607933,0.9125000238418579,0.022297743940725923
soybean,CatBoost,614,69,19,0.0973146601421332,0.1458043433909815,0.0747695118188858,0.95652174949646,0.0357972071506083
soybean,ExtraTrees,614,69,19,0.08273281253520656,0.1239667615077358,0.03001600131392479,0.9420289993286133,0.03398832003585994
soybean,LightGBM,614,69,19,0.0672220221910187,0.11082607077646305,0.03425079584121704,0.95652174949646,0.03495772019959986
soybean,LinearModel,614,69,19,0.11343394680380453,1.1456205834329858,0.06746946275234222,0.9275362491607666,0.03516979003325105
soybean,NeuralNetFastAI,614,69,19,0.09866090515293297,1.1106578364112305,0.04599694162607193,0.9420289993286133,0.03527036588639021
soybean,NeuralNetTorch,614,69,19,0.11698380128349939,1.1389328341792708,0.07036532461643219,0.9275362491607666,0.03486959380097687
soybean,RandomForest,614,69,19,0.09402211697369987,1.0967294995044066,0.06645657122135162,0.9420289993286133,0.034234418999403715
soybean,XGBoost,614,69,19,0.09841400908729375,1.1227293487225993,0.07286275923252106,0.95652174949646,0.035287718987092376
splice,CatBoost,2871,319,3,0.05652453290658617,0.10837946013931361,0.018369358032941818,0.9655172228813171,0.008706942200660706
splice,ExtraTrees,2871,319,3,0.08655351602362676,0.1510061780478374,0.03749353438615799,0.9341692924499512,0.009024780010804534
splice,LightGBM,2871,319,3,0.06195892424649304,0.11862194699459423,0.015879718586802483,0.9655172228813171,0.008724851999431849
splice,LinearModel,2871,319,3,0.09405803247402315,0.1842471780432287,0.03515554592013359,0.9373040795326233,0.008923050947487354
splice,NeuralNetFastAI,2871,319,3,0.05505114905709421,0.1102502544013624,0.018286768347024918,0.9561128616333008,0.008649725932627916
splice,NeuralNetTorch,2871,319,3,0.06551359239907434,0.1246149557354893,0.014703349210321903,0.9592476487159729,0.008540750946849585
splice,RandomForest,2871,319,3,0.08478542652323948,0.14993783138533567,0.022080224007368088,0.9404388666152954,0.008690358838066459
splice,XGBoost,2871,319,3,0.05261822775816336,0.09972152029626596,0.016842953860759735,0.9655172228813171,0.00967914005741477
steel-plates-fault,CatBoost,1746,195,7,0.23784685061443478,0.47627006274641454,0.04464786872267723,0.8205128312110901,0.01756515190936625
steel-plates-fault,ExtraTrees,1746,195,7,0.25879620579802143,0.8030398394538446,0.05830806493759155,0.8256410360336304,0.016978287138044834
steel-plates-fault,LightGBM,1746,195,7,0.24709227656572635,0.8149258432108827,0.04899178817868233,0.8205128312110901,0.017118158983066678
steel-plates-fault,LinearModel,1746,195,7,0.34760731873415707,0.9816722352288341,0.07286379486322403,0.7384615540504456,0.016765794018283486
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.30917089469466685,0.9028863560398385,0.056440021842718124,0.7897436022758484,0.016977922059595585
steel-plates-fault,NeuralNetTorch,1746,195,7,0.332252404867758,0.6100967035490903,0.06946864724159241,0.7230769395828247,0.017118011135607958
steel-plates-fault,RandomForest,1746,195,7,0.2476225781978902,0.7933018430049176,0.05289524421095848,0.8358974456787109,0.017731054918840528
steel-plates-fault,XGBoost,1746,195,7,0.24130049855884678,1.1331406904559171,0.041330259293317795,0.8256410360336304,0.018092019017785788
synthetic_control,CatBoost,540,60,6,3.3589268650187035e-09,5.291497449745079e-06,5.364418029785156e-06,1.0,0.012404378037899733
synthetic_control,ExtraTrees,540,60,6,0.0030315243958666175,0.007290546756440179,0.006357792764902115,1.0,0.012430308852344751
synthetic_control,LightGBM,540,60,6,5e-60,0.0,5.960464477539063e-08,1.0,0.011847749818116426
synthetic_control,LinearModel,540,60,6,2.9893026889076902e-05,0.0008424268095258582,0.0008350014686584473,1.0,0.011785636888816953
synthetic_control,NeuralNetFastAI,540,60,6,4.684418309698959e-05,0.0006368067295332045,0.0006248354911804199,1.0,0.011525718029588461
synthetic_control,NeuralNetTorch,540,60,6,0.006941379019400474,0.012784889145229572,0.010493229143321514,1.0,0.011452531907707453
synthetic_control,RandomForest,540,60,6,0.004845584849800313,0.012960279294177353,0.011535496450960636,1.0,0.011892401147633791
synthetic_control,XGBoost,540,60,6,0.0011451399792986592,0.004059585494280195,0.0037353020161390305,1.0,0.012207556050270796
texture,CatBoost,4950,550,11,0.01104245204022019,0.0188696906898832,0.007018557284027338,0.9927272796630859,0.033570251893252134
texture,ExtraTrees,4950,550,11,0.020830016087041804,0.03851706004215706,0.00852590799331665,0.9854545593261719,0.031238039024174213
texture,LightGBM,4950,550,11,0.004753252473415596,0.009832443314760088,0.004199709743261337,0.9981818199157715,0.030679900897666812
texture,LinearModel,4950,550,11,0.007889087826274909,0.25248091530291605,0.004692826885730028,0.996363639831543,0.02927193697541952
texture,NeuralNetFastAI,4950,550,11,0.007931945156311218,0.13181187337816605,0.0045122671872377396,0.9945454597473145,0.028512915829196572
texture,NeuralNetTorch,4950,550,11,0.004276252348660846,0.12677252751121038,0.002672603353857994,0.9981818199157715,0.031213045120239258
texture,RandomForest,4950,550,11,0.029672429906227912,0.05162244294436738,0.015562993474304676,0.9836363792419434,0.030539321014657617
texture,XGBoost,4950,550,11,0.014419725443365323,0.02616694512305157,0.004503062926232815,0.9890909194946289,0.03250361583195627
vehicle,CatBoost,761,85,4,0.2736485868792563,1.2214114907454692,0.053241066634655,0.800000011920929,0.008920392952859402
vehicle,ExtraTrees,761,85,4,0.2649687063655486,2.7546167066445855,0.06466974318027496,0.8117647171020508,0.008786661084741354
vehicle,LightGBM,761,85,4,0.270041512201434,0.434372582341655,0.0921994298696518,0.8235294222831726,0.008850299986079335
vehicle,LinearModel,761,85,4,0.20810244266040512,0.326127636993303,0.06436984241008759,0.8352941274642944,0.00918142101727426
vehicle,NeuralNetFastAI,761,85,4,0.18542793530471985,1.0741250459384823,0.054311804473400116,0.8470588326454163,0.008854283019900322
vehicle,NeuralNetTorch,761,85,4,0.18933537306521092,1.0982060271801357,0.0461345911026001,0.8588235378265381,0.008807715959846973
vehicle,RandomForest,761,85,4,0.2700273796543873,1.2293985080609964,0.06810840219259262,0.7882353067398071,0.00883716600947082
vehicle,XGBoost,761,85,4,0.28718019270926437,1.2684507684442898,0.07830138504505157,0.800000011920929,0.00901537504978478
volcanoes-a2,CatBoost,1460,163,5,0.11129949331167292,0.22958295730923722,0.051961131393909454,0.907975435256958,0.011836040997877717
volcanoes-a2,ExtraTrees,1460,163,5,0.11341031594764195,0.23795114386547028,0.046350814402103424,0.907975435256958,0.011944702826440334
volcanoes-a2,LightGBM,1460,163,5,0.10471503135010425,0.22116707025254218,0.039474207907915115,0.9263803958892822,0.011878194054588675
volcanoes-a2,LinearModel,1460,163,5,0.11388129349116881,0.24255673063004524,0.038261886686086655,0.9263803958892822,0.011748794000595808
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.10987616988661245,0.2303951727674684,0.03920964524149895,0.9202454090118408,0.012031377060338855
volcanoes-a2,NeuralNetTorch,1460,163,5,0.10985084127858631,0.23074869965721737,0.043982867151498795,0.9202454090118408,0.011960901785641909
volcanoes-a2,RandomForest,1460,163,5,0.11508007229658794,0.24157461596773286,0.04645175114274025,0.9141104221343994,0.012099092127755284
volcanoes-a2,XGBoost,1460,163,5,0.10963239907564182,0.24055166100890846,0.035635001957416534,0.9202454090118408,0.012675333069637418
volcanoes-a3,CatBoost,1368,153,5,0.14372606175458816,0.29740352225709404,0.051170703023672104,0.9019607901573181,0.012681864900514483
volcanoes-a3,ExtraTrees,1368,153,5,0.14181409520102753,0.2996998887414478,0.04467737674713135,0.8954248428344727,0.012408199021592736
volcanoes-a3,LightGBM,1368,153,5,0.1461289433775503,0.3022139173293557,0.06481625884771347,0.9019607901573181,0.01274495990946889
volcanoes-a3,LinearModel,1368,153,5,0.1431950272119563,0.3131785781302673,0.04510887712240219,0.8954248428344727,0.012550018960610032
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14251671086287468,0.3232475936215314,0.042305346578359604,0.9019607901573181,0.012796994997188449
volcanoes-a3,NeuralNetTorch,1368,153,5,0.13974285249385948,0.30378094030376895,0.03338128700852394,0.9019607901573181,0.012775438139215112
volcanoes-a3,RandomForest,1368,153,5,0.14493973967138057,0.31149806862779195,0.05231902375817299,0.9019607901573181,0.01243044389411807
volcanoes-a3,XGBoost,1368,153,5,0.1456243133135832,0.3023802135824029,0.060193173587322235,0.8954248428344727,0.012406426016241312
volcanoes-a4,CatBoost,1363,152,5,0.13138584235025808,0.7211666944111123,0.04566793516278267,0.9013158082962036,0.011957868002355099
volcanoes-a4,ExtraTrees,1363,152,5,0.1294003029872566,0.2891770666418706,0.03314248099923134,0.9144737124443054,0.012027611024677753
volcanoes-a4,LightGBM,1363,152,5,0.12724199846091103,0.2868481547031212,0.029561398550868034,0.9144737124443054,0.012439629063010216
volcanoes-a4,LinearModel,1363,152,5,0.1304188714483004,0.29922824969351364,0.03819022327661514,0.9013158082962036,0.012678571045398712
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.12881900393971463,0.712033009911018,0.0445384718477726,0.9078947305679321,0.012351893819868565
volcanoes-a4,NeuralNetTorch,1363,152,5,0.12726211387439645,0.2847191700237384,0.047779396176338196,0.9078947305679321,0.01284678210504353
volcanoes-a4,RandomForest,1363,152,5,0.13569516275821525,0.31000209927787464,0.04446549713611603,0.9013158082962036,0.012465698178857565
